OBJECTID,EO_ID,ELCODE,Group,EO_NUM,SNAME,SCOMNAME,ELSUBID,ID_CONFIRM,LASTOBS,YEAR,SURVEYDATE,EORANK,GRANK,SRANK,USESA,SPROT,PBSSTATUS,EO_TRACK
168,12257,ABPBG10010,Birds,506,Cistothorus platensis,Sedge Wren,11114,Y - Yes,1955,1955,NONE,H,G5,"S1B,S1M",,PE,PE,Y
169,12487,ABPBG10010,Birds,6,Cistothorus platensis,Sedge Wren,11114,Y - Yes,1976-07---,1976,,E,G5,"S1B,S1M",,PE,PE,Y
170,10740,ABPBG10010,Birds,514,Cistothorus platensis,Sedge Wren,11114,Y - Yes,8/31/1988,1988,8/31/1988,D,G5,"S1B,S1M",,PE,PE,Y
171,11444,ABPBG10010,Birds,508,Cistothorus platensis,Sedge Wren,11114,Y - Yes,1936,1936,NONE,H,G5,"S1B,S1M",,PE,PE,Y
172,7837,ABPBG10010,Birds,509,Cistothorus platensis,Sedge Wren,11114,Y - Yes,1954,1954,NONE,X?,G5,"S1B,S1M",,PE,PE,Y
173,7834,ABPBG10010,Birds,510,Cistothorus platensis,Sedge Wren,11114,Y - Yes,1950,1950,NONE,H,G5,"S1B,S1M",,PE,PE,Y
174,8096,ABPBG10010,Birds,504,Cistothorus platensis,Sedge Wren,11114,Y - Yes,6/4/1956,1956,NONE,H,G5,"S1B,S1M",,PE,PE,Y
175,8578,ABPBG10010,Birds,2,Cistothorus platensis,Sedge Wren,11114,Y - Yes,1932-06---,1932,,H,G5,"S1B,S1M",,PE,PE,Y
176,8045,ABPBG10010,Birds,512,Cistothorus platensis,Sedge Wren,11114,Y - Yes,1958,1958,NONE,H,G5,"S1B,S1M",,PE,PE,Y
177,6714,ABPBG10010,Birds,503,Cistothorus platensis,Sedge Wren,11114,Y - Yes,19---EARLY,19--,,H,G5,"S1B,S1M",,PE,PE,Y
178,6660,ABPBG10010,Birds,507,Cistothorus platensis,Sedge Wren,11114,Y - Yes,1951,1951,NONE,H,G5,"S1B,S1M",,PE,PE,Y
179,6971,ABPBG10010,Birds,513,Cistothorus platensis,Sedge Wren,11114,Y - Yes,1890-CA,1890,,H,G5,"S1B,S1M",,PE,PE,Y
180,6957,ABPBG10010,Birds,1,Cistothorus platensis,Sedge Wren,11114,Y - Yes,8/4/2004,2004,8/4/2004,E,G5,"S1B,S1M",,PE,PE,Y
181,5395,ABPBG10010,Birds,5,Cistothorus platensis,Sedge Wren,11114,Y - Yes,1956------,1956,,H,G5,"S1B,S1M",,PE,PE,Y
182,2174,ABPBG10010,Birds,511,Cistothorus platensis,Sedge Wren,11114,Y - Yes,1957,1957,NONE,H,G5,"S1B,S1M",,PE,PE,Y
183,2416,ABPBG10010,Birds,502,Cistothorus platensis,Sedge Wren,11114,Y - Yes,1890,1890,NONE,H,G5,"S1B,S1M",,PE,PE,Y
184,810,ABPBG10010,Birds,3,Cistothorus platensis,Sedge Wren,11114,Y - Yes,1928------,1928,,H,G5,"S1B,S1M",,PE,PE,Y
185,150,ABPBG10010,Birds,505,Cistothorus platensis,Sedge Wren,11114,Y - Yes,7/24/1936,1936,NONE,H,G5,"S1B,S1M",,PE,PE,Y
186,9060,AFC4E02120,Fish,502,Cottus girardi,Potomac Sculpin,11255,Y - Yes,8/17/1996,1996,8/17/1996,B,G4,S4,,,DL,N
187,14068,AFC4E02120,Fish,512,Cottus girardi,Potomac Sculpin,11255,Y - Yes,7/6/1997,1997,7/6/1997,BC,G4,S4,,,DL,N
188,14550,AFC4E02120,Fish,510,Cottus girardi,Potomac Sculpin,11255,Y - Yes,6/7/1997,1997,6/7/1997,B,G4,S4,,,DL,N
189,14549,AFC4E02120,Fish,509,Cottus girardi,Potomac Sculpin,11255,Y - Yes,6/7/1997,1997,6/7/1997,C,G4,S4,,,DL,N
190,12916,AFC4E02120,Fish,504,Cottus girardi,Potomac Sculpin,11255,Y - Yes,6/16/1996,1996,6/16/1996,BC,G4,S4,,,DL,N
191,9483,AFC4E02120,Fish,507,Cottus girardi,Potomac Sculpin,11255,Y - Yes,7/6/1997,1997,7/6/1997,B,G4,S4,,,DL,N
192,6768,AFC4E02120,Fish,506,Cottus girardi,Potomac Sculpin,11255,Y - Yes,7/6/1997,1997,7/6/1997,B,G4,S4,,,DL,N
193,4796,AFC4E02120,Fish,508,Cottus girardi,Potomac Sculpin,11255,Y - Yes,6/7/1997,1997,6/7/1997,B,G4,S4,,,DL,N
194,4409,AFC4E02120,Fish,901,Cottus girardi,Potomac Sculpin,11255,Y - Yes,7/6/1997,1997,7/6/1997,B,G4,S4,,,DL,N
195,4935,AFC4E02120,Fish,503,Cottus girardi,Potomac Sculpin,11255,Y - Yes,6/16/1996,1996,6/16/1996,E,G4,S4,,,DL,N
196,3186,AFC4E02120,Fish,501,Cottus girardi,Potomac Sculpin,11255,Y - Yes,8/17/1996,1996,8/17/1996,BC,G4,S4,,,DL,N
197,2280,AFC4E02120,Fish,511,Cottus girardi,Potomac Sculpin,11255,Y - Yes,7/6/1997,1997,7/6/1997,B,G4,S4,,,DL,N
198,11192,ABNCA02010,Birds,505,Podilymbus podiceps,Pied-billed Grebe,10865,Y - Yes,1994,1994,1994,E,G5,"S2B,S4N,S4M",,,CR,Y
199,8985,ABNCA02010,Birds,501,Podilymbus podiceps,Pied-billed Grebe,10865,Y - Yes,6/12/1996,1996,6/12/1996,E,G5,"S2B,S4N,S4M",,,CR,Y
200,5759,ABNCA02010,Birds,504,Podilymbus podiceps,Pied-billed Grebe,10865,,6/17/2002,2002,6/17/2002,E,G5,"S2B,S4N,S4M",,,CR,Y
201,3450,ABNCA02010,Birds,506,Podilymbus podiceps,Pied-billed Grebe,10865,Y - Yes,1989,1989,1989,E,G5,"S2B,S4N,S4M",,,CR,Y
202,2283,ABNCA02010,Birds,507,Podilymbus podiceps,Pied-billed Grebe,10865,Y - Yes,1994,1994,1994,E,G5,"S2B,S4N,S4M",,,CR,Y
203,90,ABNCA02010,Birds,502,Podilymbus podiceps,Pied-billed Grebe,10865,Y - Yes,6/16/1994,1994,6/16/1994,C,G5,"S2B,S4N,S4M",,,CR,Y
204,2789,ABNGA07010,Birds,501,Bubulcus ibis,Cattle Egret,10887,Y - Yes,5/13/1987,1987,6/2/1989,X?,G5,SNA,,,,N
205,10485,AFCQC02100,Fish,4,Etheostoma camurum,Bluebreast Darter,11411,Y - Yes,8/29/2003,2003,8/29/2003,C,G4,S4S5,,DL,PT,Y
206,14042,AFCQC02100,Fish,14,Etheostoma camurum,Bluebreast Darter,11411,Y - Yes,6/10/1935,1935,,H,G4,S4S5,,DL,PT,Y
207,5418,AFCQC02100,Fish,24,Etheostoma camurum,Bluebreast Darter,11411,Y - Yes,5/10/1986,1986,5/10/1986,E,G4,S4S5,,DL,PT,Y
208,1084,AFCQC02100,Fish,26,Etheostoma camurum,Bluebreast Darter,11411,Y - Yes,8/8/2005,2005,8/8/2005,E,G4,S4S5,,DL,PT,Y
209,13392,AFCQC02100,Fish,19,Etheostoma camurum,Bluebreast Darter,11411,Y - Yes,7/4/1985,1985,7/4/1985,C,G4,S4S5,,DL,PT,Y
210,13391,AFCQC02100,Fish,20,Etheostoma camurum,Bluebreast Darter,11411,Y - Yes,9/18/2001,2001,9/18/2001,B,G4,S4S5,,DL,PT,Y
211,14484,AFCQC02100,Fish,6,Etheostoma camurum,Bluebreast Darter,11411,Y - Yes,7/4/1985,1985,7/4/1985,E,G4,S4S5,,DL,PT,Y
212,14294,AFCQC02100,Fish,22,Etheostoma camurum,Bluebreast Darter,11411,Y - Yes,6/11/1985,1985,6/11/1985,B,G4,S4S5,,DL,PT,Y
213,14176,AFCQC02100,Fish,8,Etheostoma camurum,Bluebreast Darter,11411,Y - Yes,6/12/1959,1959,,H,G4,S4S5,,DL,PT,Y
214,11902,AFCQC02100,Fish,27,Etheostoma camurum,Bluebreast Darter,11411,Y - Yes,10/1/2005,2005,10/1/2005,E,G4,S4S5,,DL,PT,Y
215,11689,AFCQC02100,Fish,25,Etheostoma camurum,Bluebreast Darter,11411,Y - Yes,7/5/2005,2005,7/5/2005,E,G4,S4S5,,DL,PT,Y
216,11236,AFCQC02100,Fish,1,Etheostoma camurum,Bluebreast Darter,11411,Y - Yes,19--------,19--,,H,G4,S4S5,,DL,PT,Y
217,8649,AFCQC02100,Fish,17,Etheostoma camurum,Bluebreast Darter,11411,Y - Yes,7/4/1985,1985,7/4/1985,E,G4,S4S5,,DL,PT,Y
218,8948,AFCQC02100,Fish,9,Etheostoma camurum,Bluebreast Darter,11411,Y - Yes,6/12/1985,1985,6/12/1985,B,G4,S4S5,,DL,PT,Y
219,8947,AFCQC02100,Fish,10,Etheostoma camurum,Bluebreast Darter,11411,Y - Yes,7/1/2005,2005,7/1/2005,E,G4,S4S5,,DL,PT,Y
220,7998,AFCQC02100,Fish,23,Etheostoma camurum,Bluebreast Darter,11411,Y - Yes,198-------,198-,198?-??-??,B,G4,S4S5,,DL,PT,Y
221,6633,AFCQC02100,Fish,18,Etheostoma camurum,Bluebreast Darter,11411,Y - Yes,8/25/2003,2003,8/25/2003,B,G4,S4S5,,DL,PT,Y
222,4850,AFCQC02100,Fish,5,Etheostoma camurum,Bluebreast Darter,11411,Y - Yes,8/26/2009,2009,8/26/2009,BC,G4,S4S5,,DL,PT,Y
223,4167,AFCQC02100,Fish,21,Etheostoma camurum,Bluebreast Darter,11411,Y - Yes,6/12/1985,1985,6/12/1985,B,G4,S4S5,,DL,PT,Y
224,3706,AFCQC02100,Fish,11,Etheostoma camurum,Bluebreast Darter,11411,Y - Yes,2004,2004,2004,C,G4,S4S5,,DL,PT,Y
225,1613,AFCQC02100,Fish,16,Etheostoma camurum,Bluebreast Darter,11411,Y - Yes,198-------,198-,198?-??-??,E,G4,S4S5,,DL,PT,Y
226,2722,AFCQC02100,Fish,3,Etheostoma camurum,Bluebreast Darter,11411,Y - Yes,8/3/2005,2005,8/3/2005,AB,G4,S4S5,,DL,PT,Y
227,553,AFCQC02100,Fish,7,Etheostoma camurum,Bluebreast Darter,11411,Y - Yes,3/23/1935,1935,,H,G4,S4S5,,DL,PT,Y
228,2053,ARAAG01022,Herps,1,Apalone mutica mutica,Midland Smooth Softshell,21694,Y - Yes,NA,NA,,H,G5T5,SX,,,PX,N
229,12091,AMAEB03010,Mammals,502,Lepus americanus,Snowshoe Hare,11461,Y - Yes,11/15/1949,1949,NONE,H,G5,S4,,,CA,N
230,6305,AMAEB03010,Mammals,503,Lepus americanus,Snowshoe Hare,11461,Y - Yes,11/8/1932,1932,NONE,H,G5,S4,,,CA,N
231,3294,AMAEB03010,Mammals,501,Lepus americanus,Snowshoe Hare,11461,Y - Yes,4/26/1950,1950,NONE,H,G5,S4,,,CA,N
232,6787,AMABA01253,Mammals,2,Sorex hoyi thompsoni,Pygmy Shrew,11441,Y - Yes,1983------,1983,1983-??-??,A,G5T5,S5,,,,N
233,11949,AMABA01253,Mammals,1,Sorex hoyi thompsoni,Pygmy Shrew,11441,Y - Yes,1982------,1982,1982-??-??,A,G5T5,S5,,,,N
234,8178,AMABA01253,Mammals,501,Sorex hoyi thompsoni,Pygmy Shrew,11441,Y - Yes,1984-10,1984,1984-10,B,G5T5,S5,,,,N
235,3954,AMABA01253,Mammals,3,Sorex hoyi thompsoni,Pygmy Shrew,11441,Y - Yes,10/23/1984,1984,10/23/1984,E,G5T5,S5,,,,N
236,2574,AMABA01253,Mammals,5,Sorex hoyi thompsoni,Pygmy Shrew,11441,Y - Yes,1985------,1985,1985-??-??,E,G5T5,S5,,,,N
237,159,AMABA01253,Mammals,502,Sorex hoyi thompsoni,Pygmy Shrew,11441,Y - Yes,8/13/1993,1993,8/13/1993,E,G5T5,S5,,,,N
238,4342,AAAAD01010,Herps,4,Aneides aeneus,Green Salamander,10831,Y - Yes,5/21/2017,2017,5/21/2017,BC,G3G4,S2,,PT,PT,Y
239,14181,AAAAD01010,Herps,11,Aneides aeneus,Green Salamander,10831,Y - Yes,10/12/2017,2017,10/12/2017,B,G3G4,S2,,PT,PT,Y
240,260,AAAAD01010,Herps,10,Aneides aeneus,Green Salamander,10831,Y - Yes,5/10/2016,2016,5/10/2016,BC,G3G4,S2,,PT,PT,Y
241,6418,AAAAD01010,Herps,7,Aneides aeneus,Green Salamander,10831,Y - Yes,5/8/2014,2014,5/8/2014,B,G3G4,S2,,PT,PT,Y
242,5580,AAAAD01010,Herps,12,Aneides aeneus,Green Salamander,10831,Y - Yes,11/19/2015,2015,11/19/2015,C,G3G4,S2,,PT,PT,Y
243,11819,AAAAD01010,Herps,3,Aneides aeneus,Green Salamander,10831,Y - Yes,6/20/2017,2017,6/20/2017,E,G3G4,S2,,PT,PT,Y
244,3660,AAAAD01010,Herps,13,Aneides aeneus,Green Salamander,10831,Y - Yes,10/9/2014,2014,10/9/2014,D,G3G4,S2,,PT,PT,Y
245,259,AAAAD01010,Herps,9,Aneides aeneus,Green Salamander,10831,Y - Yes,7/22/2017,2017,7/22/2017,BC,G3G4,S2,,PT,PT,Y
246,13520,AAAAD01010,Herps,5,Aneides aeneus,Green Salamander,10831,Y - Yes,2009------,2009,2009,E,G3G4,S2,,PT,PT,Y
247,7556,AAAAD01010,Herps,1,Aneides aeneus,Green Salamander,10831,Y - Yes,5/11/1960,1960,5/11/1960,H,G3G4,S2,,PT,PT,Y
248,12603,AFCGA01010,Fish,2,Hiodon alosoides,Goldeye,11277,? - Questionable,1986------,1986,1986-??-??,E,G5,SX,,DL,DL,Y
249,13395,AFCHA01040,Fish,1,Coregonus clupeaformis,Lake Whitefish,11280,Y - Yes,1986-09,1986,1986-09-??,E,G5,S4,,,PX,Y
250,12417,ABPBX95010,Birds,505,Pooecetes gramineus,Vesper Sparrow,11203,Y - Yes,5/16/1954,1954,NONE,H,G5,"S2B,S3M",,,,Y
251,2747,ABPBX95010,Birds,506,Pooecetes gramineus,Vesper Sparrow,11203,Y - Yes,5/24/1923,1923,NONE,H,G5,"S2B,S3M",,,,Y
252,9829,ABPBX95010,Birds,503,Pooecetes gramineus,Vesper Sparrow,11203,Y - Yes,1949-06,1949,NONE,H,G5,"S2B,S3M",,,,Y
253,9743,ABPBX95010,Birds,508,Pooecetes gramineus,Vesper Sparrow,11203,Y - Yes,NA,NA,NONE,H,G5,"S2B,S3M",,,,Y
254,9546,ABPBX95010,Birds,501,Pooecetes gramineus,Vesper Sparrow,11203,Y - Yes,7/20/1917,1917,NONE,H,G5,"S2B,S3M",,,,Y
255,3483,ABPBX95010,Birds,504,Pooecetes gramineus,Vesper Sparrow,11203,Y - Yes,7/5/1954,1954,NONE,H,G5,"S2B,S3M",,,,Y
256,2381,ABPBX95010,Birds,507,Pooecetes gramineus,Vesper Sparrow,11203,Y - Yes,NA,NA,NONE,H,G5,"S2B,S3M",,,,Y
257,824,ABPBX95010,Birds,502,Pooecetes gramineus,Vesper Sparrow,11203,Y - Yes,1905,1905,NONE,H,G5,"S2B,S3M",,,,Y
258,13604,ABPAU09010,Birds,502,Petrochelidon pyrrhonota,Cliff Swallow,11095,Y - Yes,1980,1980,NONE,H,G5,S4B,,,,N
259,1187,ABPAU09010,Birds,501,Petrochelidon pyrrhonota,Cliff Swallow,11095,Y - Yes,1980,1980,NONE,H,G5,S4B,,,,N
260,9202,AFCHC03010,Fish,1,Umbra limi,Central Mudminnow,11291,Y - Yes,5/4/1997,1997,,E,G5,S4,,PC,CP,Y
261,13423,ABNKC12040,Birds,503,Accipiter cooperii,Cooper's Hawk,10942,Y - Yes,19---EARLY,19--,NONE,H,G5,S5B,,,,N
262,14096,ABNKC12040,Birds,508,Accipiter cooperii,Cooper's Hawk,10942,Y - Yes,6/6/1917,1917,NONE,H,G5,S5B,,,,N
263,7207,ABNKC12040,Birds,505,Accipiter cooperii,Cooper's Hawk,10942,Y - Yes,1953,1953,NONE,H,G5,S5B,,,,N
264,7949,ABNKC12040,Birds,504,Accipiter cooperii,Cooper's Hawk,10942,Y - Yes,1953,1953,NONE,H,G5,S5B,,,,N
265,8073,ABNKC12040,Birds,506,Accipiter cooperii,Cooper's Hawk,10942,Y - Yes,1953,1953,NONE,H,G5,S5B,,,,N
266,8404,ABNKC12040,Birds,501,Accipiter cooperii,Cooper's Hawk,10942,Y - Yes,1918,1918,NONE,H,G5,S5B,,,,N
267,6841,ABNKC12040,Birds,509,Accipiter cooperii,Cooper's Hawk,10942,Y - Yes,4/27/1907,1907,NONE,H,G5,S5B,,,,N
268,4707,ABNKC12040,Birds,502,Accipiter cooperii,Cooper's Hawk,10942,Y - Yes,6/29/1924,1924,NONE,H,G5,S5B,,,,N
269,3669,ABNKD06070,Birds,503,Falco peregrinus,Peregrine Falcon,10952,Y - Yes,2016,2016,2017,E,G4,"S1B,S5N,S4M",,PE,PE,Y
270,6637,ABNKD06070,Birds,507,Falco peregrinus,Peregrine Falcon,10952,Y - Yes,2007,2007,2017,E,G4,"S1B,S5N,S4M",,PE,PE,Y
271,4645,ABNKD06070,Birds,508,Falco peregrinus,Peregrine Falcon,10952,Y - Yes,6/7/2000,2000,6/7/2010,B,G4,"S1B,S5N,S4M",,PE,PE,Y
272,8230,ABNKD06070,Birds,7,Falco peregrinus,Peregrine Falcon,10952,Y - Yes,2017,2017,2017,E,G4,"S1B,S5N,S4M",,PE,PE,Y
273,11493,ABNKD06070,Birds,501,Falco peregrinus,Peregrine Falcon,10952,Y - Yes,2014-12,2014,2017,X,G4,"S1B,S5N,S4M",,PE,PE,Y
274,1445,ABNKD06070,Birds,511,Falco peregrinus,Peregrine Falcon,10952,Y - Yes,5/27/1988,1988,5/27/1988,E,G4,"S1B,S5N,S4M",,PE,PE,Y
275,3123,ABNKD06070,Birds,505,Falco peregrinus,Peregrine Falcon,10952,Y - Yes,1991,1991,1991,E,G4,"S1B,S5N,S4M",,PE,PE,Y
276,9203,ABNKD06070,Birds,510,Falco peregrinus,Peregrine Falcon,10952,Y - Yes,2017,2017,2017,E,G4,"S1B,S5N,S4M",,PE,PE,Y
277,10673,ABNKD06070,Birds,502,Falco peregrinus,Peregrine Falcon,10952,Y - Yes,2010,2010,2017,E,G4,"S1B,S5N,S4M",,PE,PE,Y
278,7747,ABNKD06070,Birds,504,Falco peregrinus,Peregrine Falcon,10952,Y - Yes,6/4/2005,2005,6/4/2005,E,G4,"S1B,S5N,S4M",,PE,PE,Y
279,13528,ABNKD06070,Birds,4,Falco peregrinus,Peregrine Falcon,10952,? - Questionable,1914-05---,1914,,H,G4,"S1B,S5N,S4M",,PE,PE,Y
280,10605,ABNKD06070,Birds,2,Falco peregrinus,Peregrine Falcon,10952,Y - Yes,5/6/1921,1921,,H,G4,"S1B,S5N,S4M",,PE,PE,Y
281,7001,ABNKD06070,Birds,5,Falco peregrinus,Peregrine Falcon,10952,Y - Yes,4/6/1921,1921,,H,G4,"S1B,S5N,S4M",,PE,PE,Y
282,4063,ABNKD06070,Birds,6,Falco peregrinus,Peregrine Falcon,10952,Y - Yes,2017,2017,2017,B,G4,"S1B,S5N,S4M",,PE,PE,Y
283,3849,ABNKD06070,Birds,1,Falco peregrinus,Peregrine Falcon,10952,Y - Yes,1894-04-21,1894,,H,G4,"S1B,S5N,S4M",,PE,PE,Y
284,8101,AFCQB10010,Fish,501,Enneacanthus chaetodon,Blackbanded Sunfish,11393,Y - Yes,1921-CA,1921,NONE,H,G3G4,SX,,,PX,Y
285,1569,AFCQB10010,Fish,502,Enneacanthus chaetodon,Blackbanded Sunfish,11393,Y - Yes,1900-CA,1900,NONE,H,G3G4,SX,,,PX,Y
286,12942,AMAEB01040,Mammals,503,Sylvilagus floridanus,Eastern Cottontail,11459,? - Questionable,7/24/1945,1945,7/24/1945,H,G5,S5,,,,N
287,10827,AMAFF08100,Mammals,85,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,8/18/2016,2016,8/18/2016,E,G3G4,S2,,PT,PT,Y
288,13673,AMAFF08100,Mammals,68,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,7/13/2016,2016,7/13/2016,H,G3G4,S2,,PT,PT,Y
289,5906,AMAFF08100,Mammals,562,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,4/21/1992,1992,6/30/2016,X?,G3G4,S2,,PT,PT,Y
290,11964,AMAFF08100,Mammals,146,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,8/29/2000,2000,10/4/2007,A,G3G4,S2,,PT,PT,Y
291,13271,AMAFF08100,Mammals,536,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,4/1/1991,1991,4/1/1991,E,G3G4,S2,,PT,PT,Y
292,14498,AMAFF08100,Mammals,50,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,6/25/2010,2010,6/25/2010,E,G3G4,S2,,PT,PT,Y
293,13824,AMAFF08100,Mammals,544,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,3/16/1992,1992,3/16/1992,E,G3G4,S2,,PT,PT,Y
294,13654,AMAFF08100,Mammals,4,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,6/29/1949,1949,,H,G3G4,S2,,PT,PT,Y
295,10924,AMAFF08100,Mammals,42,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,3/7/1990,1990,3/7/1990,C,G3G4,S2,,PT,PT,Y
296,11992,AMAFF08100,Mammals,31,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,2/10/1949,1949,,H,G3G4,S2,,PT,PT,Y
297,10457,AMAFF08100,Mammals,572,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,10/15/2002,2002,10/15/2002,E,G3G4,S2,,PT,PT,Y
298,10603,AMAFF08100,Mammals,591,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,11/7/1996,1996,11/7/1996,E,G3G4,S2,,PT,PT,Y
299,14412,AMAFF08100,Mammals,12,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,2/18/1935,1935,,H,G3G4,S2,,PT,PT,Y
300,7054,AMAFF08100,Mammals,30,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,11/9/1948,1948,,H,G3G4,S2,,PT,PT,Y
301,4403,AMAFF08100,Mammals,11,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,3/12/1990,1990,3/12/1990,E,G3G4,S2,,PT,PT,Y
302,4895,AMAFF08100,Mammals,537,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,4/1/1991,1991,4/1/1991,E,G3G4,S2,,PT,PT,Y
303,5836,AMAFF08100,Mammals,602,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,6/7/2000,2000,6/7/2000,H,G3G4,S2,,PT,PT,Y
304,5063,AMAFF08100,Mammals,503,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,1949-08,1949,1987,H,G3G4,S2,,PT,PT,Y
305,7767,AMAFF08100,Mammals,51,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,5/28/1986,1986,5/28/1986,E,G3G4,S2,,PT,PT,Y
306,9191,AMAFF08100,Mammals,32,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,8/7/1965,1965,,H,G3G4,S2,,PT,PT,Y
307,9347,AMAFF08100,Mammals,152,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,10/12/2010,2010,10/12/2010,E,G3G4,S2,,PT,PT,Y
308,8933,AMAFF08100,Mammals,144,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,6/27/1996,1996,6/27/1996,E,G3G4,S2,,PT,PT,Y
309,689,AMAFF08100,Mammals,529,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,6/22/1993,1993,6/22/1993,E,G3G4,S2,,PT,PT,Y
310,3650,AMAFF08100,Mammals,527,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,7/16/1993,1993,7/16/1993,AB,G3G4,S2,,PT,PT,Y
311,3823,AMAFF08100,Mammals,35,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,1896-12-09,1896,,H,G3G4,S2,,PT,PT,Y
312,565,AMAFF08100,Mammals,558,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,4/8/1999,1999,4/8/1999,E,G3G4,S2,,PT,PT,Y
313,4106,AMAFF08100,Mammals,1,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,10/20/1999,1999,10/20/1999,AB,G3G4,S2,,PT,PT,Y
314,3407,AMAFF08100,Mammals,560,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,7/19/1996,1996,7/19/1996,E,G3G4,S2,,PT,PT,Y
315,3355,AMAFF08100,Mammals,56,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,10/10/1985,1985,10/10/1985,B,G3G4,S2,,PT,PT,Y
316,1015,AMAFF08100,Mammals,48,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,10/19/1992,1992,10/19/1992,E,G3G4,S2,,PT,PT,Y
317,888,AMAFF08100,Mammals,62,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,11/9/1992,1992,11/9/1992,E,G3G4,S2,,PT,PT,Y
318,2388,AMAFF08100,Mammals,535,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,9/26/2017,2017,9/26/2017,E,G3G4,S2,,PT,PT,Y
319,3995,AMAFF08100,Mammals,140,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,7/10/2010,2010,7/10/2010,E,G3G4,S2,,PT,PT,Y
320,3408,AMAFF08100,Mammals,559,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,11/2/2011,2011,11/2/2011,B,G3G4,S2,,PT,PT,Y
321,1472,AMAFF08100,Mammals,132,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,11/17/2011,2011,11/17/2011,E,G3G4,S2,,PT,PT,Y
322,5370,AMAFF08100,Mammals,99,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,2009,2009,2009,E,G3G4,S2,,PT,PT,Y
323,8288,AMAFF08100,Mammals,521,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,10/29/2009,2009,10/29/2009,E,G3G4,S2,,PT,PT,Y
324,1473,AMAFF08100,Mammals,599,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,6/30/1993,1993,6/30/1993,E,G3G4,S2,,PT,PT,Y
325,4872,AMAFF08100,Mammals,75,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,4/24/1990,1990,4/24/1990,E,G3G4,S2,,PT,PT,Y
326,14691,AMAFF08100,Mammals,504,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,3/11/1949,1949,NONE,H,G3G4,S2,,PT,PT,Y
327,13757,AMAFF08100,Mammals,525,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,8/11/1987,1987,10/6/1989,BC,G3G4,S2,,PT,PT,Y
328,13580,AMAFF08100,Mammals,108,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,7/1/2016,2016,7/1/2016,E,G3G4,S2,,PT,PT,Y
329,13579,AMAFF08100,Mammals,98,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,3/13/1992,1992,3/13/1992,E,G3G4,S2,,PT,PT,Y
330,13390,AMAFF08100,Mammals,47,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,1932:PRE,1932,1/29/1985,X,G3G4,S2,,PT,PT,Y
331,13563,AMAFF08100,Mammals,10,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,1948-05,1948,1948-05,H,G3G4,S2,,PT,PT,Y
332,13562,AMAFF08100,Mammals,9,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,10/27/1941,1941,3/7/1990,H,G3G4,S2,,PT,PT,Y
333,13527,AMAFF08100,Mammals,82,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,11/12/1993,1993,11/12/1993,E,G3G4,S2,,PT,PT,Y
334,13526,AMAFF08100,Mammals,148,Neotoma magister,Allegheny Woodrat,11476,Y - Yes,4/19/2010,2010,4/19/2010,E,G3G4,S2,,PT,PT,Y
